hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2023-07-08T13:00:00Z,21.11,5.54,28.05,4.72,8.96,4.09,0.01,5.02,7.09,2.52,0.11,68.6
2023-07-08T14:00:00Z,16.74,5.02,27.97,3.9,8.5,3.87,0.11,5.1,6.71,2.19,0.05,59.17
2023-07-08T15:00:00Z,12.77,6.96,23.6,4.83,10.77,5.58,0.08,6.24,8.29,3.12,0.0,46.17
2023-07-08T16:00:00Z,9.92,5.89,9.36,5.07,9.3,4.34,0.1,9.19,8.14,3.31,0.0,43.74
2023-07-08T17:00:00Z,1.46,5.48,0.0,5.13,7.74,3.46,0.12,16.16,7.1,2.59,0.0,60.41
2023-07-08T18:00:00Z,7.77,6.45,4.28,5.67,9.11,4.39,0.02,19.24,7.8,3.38,0.0,66.91
2023-07-08T19:00:00Z,13.82,6.36,19.53,5.48,9.4,4.7,0.06,12.82,8.37,3.42,0.01,68.36
2023-07-08T20:00:00Z,13.45,6.56,23.75,5.53,9.99,4.97,0.0,9.56,8.77,3.81,0.01,53.89
2023-07-08T21:00:00Z,14.26,1.77,28.02,2.8,4.48,0.77,0.07,8.18,5.74,1.59,0.01,65.05
2023-07-08T22:00:00Z,11.63,1.29,21.27,1.31,4.4,0.44,0.0,6.51,4.26,0.43,0.0,50.92
2023-07-08T23:00:00Z,8.7,1.69,11.66,1.79,4.88,0.61,0.15,3.33,4.86,0.76,0.0,46.24
2023-07-09T00:00:00Z,7.33,1.85,11.44,2.0,5.22,0.94,0.1,0.35,5.17,1.06,0.0,38.7
2023-07-09T01:00:00Z,6.19,3.52,10.77,2.68,7.01,2.83,0.17,3.33,6.36,1.68,0.0,39.52
2023-07-09T02:00:00Z,5.92,4.08,9.79,3.04,7.71,3.55,0.25,0.84,6.91,2.11,0.0,36.36
2023-07-09T03:00:00Z,4.75,8.96,11.32,5.57,13.22,7.89,0.33,3.4,9.84,4.37,0.0,39.71
2023-07-09T04:00:00Z,3.22,9.37,7.47,7.07,13.67,8.41,0.13,3.14,11.93,5.87,0.0,35.62
2023-07-09T05:00:00Z,5.92,9.92,8.92,7.07,14.36,8.85,0.31,0.16,11.78,5.96,0.0,33.46
2023-07-09T06:00:00Z,5.47,6.08,8.1,6.35,9.74,5.45,0.15,0.06,10.85,5.27,0.0,23.88
2023-07-09T07:00:00Z,6.58,5.72,8.58,6.21,9.53,4.95,0.23,0.03,10.48,4.98,0.0,20.26
2023-07-09T08:00:00Z,2.81,4.08,3.18,5.23,7.3,2.83,0.26,2.52,8.9,4.01,0.0,19.04
2023-07-09T09:00:00Z,7.82,5.83,8.87,5.58,9.22,4.57,0.42,0.6,9.47,4.15,0.0,27.99
2023-07-09T10:00:00Z,4.51,3.72,3.36,4.62,6.43,2.48,0.61,4.19,7.82,3.11,0.0,29.77
2023-07-09T11:00:00Z,3.11,3.36,0.35,3.93,5.43,1.58,0.32,11.5,6.05,1.9,0.0,32.3
2023-07-09T12:00:00Z,1.07,3.31,0.0,3.56,4.42,0.88,0.18,19.55,4.24,1.03,0.0,56.68
2023-07-09T13:00:00Z,1.32,3.45,0.15,3.37,4.15,1.12,0.2,21.24,3.95,0.64,0.0,61.76
2023-07-09T14:00:00Z,2.44,3.27,0.49,3.58,3.89,0.61,0.05,24.64,4.07,0.82,0.0,73.48
2023-07-09T15:00:00Z,4.68,3.23,15.11,3.28,3.81,0.63,0.03,25.22,3.93,0.75,0.11,83.32
2023-07-09T16:00:00Z,2.65,3.32,11.11,3.26,3.94,0.63,0.03,28.61,4.02,1.0,0.0,71.97
2023-07-09T17:00:00Z,7.31,3.43,1.91,3.28,4.11,0.87,0.0,23.49,3.99,0.91,0.0,69.8
2023-07-09T18:00:00Z,24.17,2.39,28.28,2.31,4.58,0.88,0.06,12.07,3.82,0.47,0.01,83.09
2023-07-09T19:00:00Z,13.3,2.35,24.48,2.21,5.08,1.12,0.05,11.44,3.8,0.6,0.0,45.89
2023-07-09T20:00:00Z,14.45,2.37,9.29,2.39,5.34,1.4,0.1,0.96,3.48,0.55,0.0,37.79
2023-07-09T21:00:00Z,9.37,2.8,24.96,2.55,5.88,2.03,0.26,0.02,4.98,1.39,0.0,33.42
2023-07-09T22:00:00Z,6.4,2.73,24.2,3.37,5.62,1.94,0.41,4.3,6.59,2.42,0.0,43.88
2023-07-09T23:00:00Z,6.65,2.79,14.23,2.72,5.88,1.94,0.21,7.24,5.96,1.8,0.0,50.27
2023-07-10T00:00:00Z,6.43,2.76,14.1,3.35,5.9,2.02,0.12,6.09,6.68,2.56,0.0,40.06
2023-07-10T01:00:00Z,6.0,3.14,14.03,4.08,6.49,2.42,0.53,5.75,7.83,3.27,0.0,37.4
2023-07-10T02:00:00Z,5.25,3.62,9.96,4.17,7.03,2.8,0.24,3.08,8.07,3.36,0.0,35.71
2023-07-10T03:00:00Z,4.21,3.16,6.95,3.87,6.39,2.29,0.34,3.89,7.56,3.16,0.0,26.74
2023-07-10T04:00:00Z,4.7,3.41,10.7,4.25,6.55,2.58,0.35,4.76,8.2,3.49,0.0,34.05
2023-07-10T05:00:00Z,8.0,3.8,8.35,3.8,7.11,2.85,0.89,1.19,7.49,3.04,0.01,27.98
2023-07-10T06:00:00Z,8.83,3.16,14.59,4.28,5.95,2.24,1.38,0.61,8.09,3.33,0.31,13.13
2023-07-10T07:00:00Z,10.84,4.36,19.38,4.85,7.59,3.26,1.87,1.06,8.45,3.46,0.82,7.86
2023-07-10T08:00:00Z,8.55,3.05,2.22,3.49,5.68,1.79,1.46,6.27,5.24,1.6,0.0,17.75
2023-07-10T09:00:00Z,7.06,3.52,1.38,3.28,6.15,1.85,0.98,10.75,4.65,1.16,0.0,45.16
2023-07-10T10:00:00Z,3.64,3.45,2.96,3.35,5.26,1.67,0.34,15.85,4.49,1.27,0.0,57.4
2023-07-10T11:00:00Z,5.16,4.3,8.7,3.57,6.92,2.54,0.27,17.24,4.8,1.5,0.0,56.86
2023-07-10T12:00:00Z,6.93,3.45,7.5,3.61,5.06,1.71,0.29,15.21,4.93,1.52,0.0,60.64
2023-07-10T13:00:00Z,6.52,3.34,5.65,3.73,5.13,1.57,0.2,18.11,5.09,1.3,0.0,58.02
2023-07-10T14:00:00Z,1.12,3.25,0.79,3.92,4.18,0.85,0.32,23.97,4.83,1.24,0.0,51.79
2023-07-10T15:00:00Z,5.5,3.24,7.01,3.66,3.84,0.71,0.11,24.95,4.53,1.07,0.0,72.91
2023-07-10T16:00:00Z,9.41,3.44,15.24,3.88,4.62,1.26,0.02,22.1,5.33,1.5,0.0,73.39
2023-07-10T17:00:00Z,13.97,3.0,24.63,3.51,5.1,1.24,0.11,16.95,5.62,1.57,0.0,74.67
2023-07-10T18:00:00Z,11.75,2.73,19.31,2.55,5.05,1.34,0.1,15.51,4.38,0.85,0.0,69.74
2023-07-10T19:00:00Z,8.68,2.89,15.32,2.73,5.4,1.41,0.18,13.97,4.92,1.17,0.0,64.26
2023-07-10T20:00:00Z,11.43,2.91,11.92,2.67,5.83,1.69,0.1,7.81,5.17,1.27,0.0,63.8
2023-07-10T21:00:00Z,9.47,3.56,11.44,3.27,6.66,2.5,0.12,5.85,6.09,1.75,0.0,61.77
2023-07-10T22:00:00Z,6.25,3.75,11.79,2.84,7.13,2.55,0.23,10.25,5.74,1.4,0.0,61.62
2023-07-10T23:00:00Z,6.42,3.26,14.17,2.77,6.51,2.16,0.22,10.21,6.1,1.39,0.0,56.36
2023-07-11T00:00:00Z,6.66,2.9,14.7,2.36,6.39,1.99,0.3,9.52,5.74,1.14,0.0,49.15
2023-07-11T01:00:00Z,7.07,2.36,14.85,2.52,5.8,1.63,0.16,8.14,6.01,1.58,0.0,44.43
2023-07-11T02:00:00Z,8.14,1.29,16.43,1.11,4.72,0.66,0.2,5.01,4.44,0.39,0.0,48.34
2023-07-11T03:00:00Z,5.87,0.91,11.99,0.95,4.26,0.35,0.11,6.5,4.22,0.34,0.0,49.01
2023-07-11T04:00:00Z,3.97,0.74,7.8,0.73,3.82,0.23,0.22,5.99,3.51,0.07,0.0,45.39
2023-07-11T05:00:00Z,1.72,0.89,3.75,0.94,3.54,0.14,0.54,8.83,3.45,0.12,0.0,44.99
2023-07-11T06:00:00Z,3.99,1.96,3.44,1.52,4.74,0.69,0.42,11.85,3.88,0.25,0.0,47.81
2023-07-11T07:00:00Z,7.55,2.13,10.95,2.44,4.61,0.83,1.02,7.86,5.13,0.85,0.05,36.2
2023-07-11T08:00:00Z,10.68,1.31,8.54,2.03,3.13,0.12,1.29,5.4,4.13,0.42,0.01,40.6
2023-07-11T09:00:00Z,7.94,1.34,5.95,2.46,2.63,0.06,0.93,9.64,3.76,0.53,0.0,43.57
2023-07-11T10:00:00Z,7.88,2.67,12.17,3.47,4.47,0.93,0.67,11.56,5.45,1.39,0.0,39.43
2023-07-11T11:00:00Z,7.97,4.38,11.0,4.98,6.9,2.78,0.29,10.83,7.91,2.74,0.0,42.21
2023-07-11T12:00:00Z,12.94,5.26,15.16,4.7,8.69,3.88,0.45,7.79,7.44,2.85,0.0,55.59
2023-07-11T13:00:00Z,13.41,4.21,18.15,3.54,7.66,3.3,0.4,8.46,6.38,2.13,0.0,56.53
2023-07-11T14:00:00Z,7.25,4.23,14.51,3.66,7.41,2.95,0.32,10.79,6.63,2.18,0.0,51.0
2023-07-11T15:00:00Z,3.71,4.88,3.07,4.65,7.82,3.43,0.52,12.14,7.6,2.68,0.0,38.96
2023-07-11T16:00:00Z,12.83,2.43,9.87,3.24,4.57,1.13,0.79,6.41,5.29,1.34,0.0,57.87
2023-07-11T17:00:00Z,9.99,3.75,7.23,3.27,6.08,2.43,0.68,6.61,4.87,1.52,0.0,57.97
2023-07-11T18:00:00Z,6.88,2.94,9.29,4.45,4.51,1.28,0.55,7.69,6.59,2.59,0.0,56.11
2023-07-11T19:00:00Z,9.43,2.86,19.11,3.84,4.47,1.11,0.08,9.27,6.72,2.5,0.0,56.17
2023-07-11T20:00:00Z,9.65,2.07,8.2,2.85,3.76,0.55,0.19,7.03,4.97,1.37,0.0,47.0
2023-07-11T21:00:00Z,10.55,2.22,12.77,2.23,4.33,0.93,0.12,5.82,4.41,0.86,0.0,48.0
2023-07-11T22:00:00Z,10.56,2.27,11.24,1.93,4.67,1.29,0.1,3.89,4.16,0.69,0.0,49.28
2023-07-11T23:00:00Z,11.2,3.02,10.58,2.18,5.97,2.1,0.28,2.86,4.47,0.97,0.0,49.94
2023-07-12T00:00:00Z,8.17,3.94,11.74,2.92,7.06,2.94,0.26,4.88,5.72,1.75,0.0,48.76
2023-07-12T01:00:00Z,6.34,4.08,12.9,3.34,7.24,2.96,0.41,4.39,6.45,2.2,0.0,37.93
2023-07-12T02:00:00Z,4.87,3.87,11.37,3.29,7.22,2.73,0.53,6.69,6.67,2.19,0.0,40.57
2023-07-12T03:00:00Z,5.08,3.95,8.87,3.29,7.16,2.85,0.43,5.74,6.92,2.18,0.01,33.1
2023-07-12T04:00:00Z,6.34,4.2,11.86,3.85,7.59,3.2,0.39,3.62,7.5,2.64,0.0,35.56
2023-07-12T05:00:00Z,6.89,5.48,9.05,3.58,9.26,4.36,0.5,2.4,7.21,2.56,0.0,36.37
2023-07-12T06:00:00Z,6.55,5.63,10.81,3.55,9.31,4.36,0.98,1.84,7.0,2.54,0.13,27.97
2023-07-12T07:00:00Z,7.76,3.62,10.47,3.93,6.52,2.55,1.58,1.94,7.3,2.47,0.37,15.69
2023-07-12T08:00:00Z,6.92,2.95,5.57,3.64,5.15,1.69,1.97,3.16,5.85,1.66,0.13,17.9
2023-07-12T09:00:00Z,6.15,2.56,3.65,3.17,4.18,0.89,0.9,7.61,4.83,1.0,0.0,33.74
2023-07-12T10:00:00Z,7.5,2.17,7.94,2.82,3.35,0.42,1.24,9.26,3.64,0.65,0.0,41.76
2023-07-12T11:00:00Z,7.03,3.14,8.99,3.63,4.41,1.09,0.82,13.06,5.3,1.33,0.0,41.76
2023-07-12T12:00:00Z,4.99,2.88,3.41,3.67,3.71,0.76,0.42,18.98,5.33,1.16,0.0,57.01
2023-07-12T13:00:00Z,7.53,3.2,6.4,3.67,3.81,0.92,0.41,20.07,4.59,1.14,0.0,68.73
2023-07-12T14:00:00Z,8.65,3.82,20.72,4.28,4.92,1.82,0.49,21.45,6.6,2.02,0.0,67.19
2023-07-12T15:00:00Z,6.37,4.13,0.82,4.2,4.78,1.85,0.24,24.07,5.17,1.67,0.0,71.87
2023-07-12T16:00:00Z,5.05,4.09,3.07,4.14,4.72,1.67,0.32,25.11,4.96,1.71,0.0,73.12
2023-07-12T17:00:00Z,2.73,4.01,0.23,4.28,4.49,1.14,0.09,28.72,4.92,1.57,0.0,78.48
2023-07-12T18:00:00Z,13.13,3.88,1.37,3.82,4.32,1.22,0.11,21.44,4.26,1.11,0.0,78.07
2023-07-12T19:00:00Z,11.85,3.98,3.63,3.92,4.7,1.79,0.07,20.01,4.43,1.25,0.0,76.0
2023-07-12T20:00:00Z,11.14,3.54,8.49,3.67,4.21,1.25,0.16,19.77,4.19,0.98,0.0,78.5
2023-07-12T21:00:00Z,12.92,3.52,18.3,3.62,4.68,1.5,0.13,15.02,4.54,1.29,0.0,73.71
2023-07-12T22:00:00Z,11.0,3.56,17.94,3.52,5.12,2.02,0.09,14.34,4.93,1.35,0.0,69.25
2023-07-12T23:00:00Z,10.1,3.74,16.16,3.36,5.71,2.09,0.26,13.22,5.05,1.49,0.0,62.79
2023-07-13T00:00:00Z,8.88,4.43,15.89,3.74,6.89,2.9,0.24,14.17,5.87,1.96,0.0,64.98
2023-07-13T01:00:00Z,8.63,4.48,15.88,4.07,7.34,3.14,0.33,14.48,7.0,2.54,0.0,62.69
2023-07-13T02:00:00Z,9.95,5.84,18.47,4.62,9.25,4.71,0.39,11.21,8.01,3.35,0.0,63.31
2023-07-13T03:00:00Z,8.96,6.1,14.24,4.78,9.64,5.32,0.23,9.61,8.49,3.61,0.0,62.7
2023-07-13T04:00:00Z,7.92,5.22,11.46,4.18,8.64,4.44,0.2,8.97,7.3,3.1,0.0,61.33
2023-07-13T05:00:00Z,10.31,7.7,14.34,4.92,11.61,6.6,0.38,5.95,8.38,3.9,0.0,57.35
2023-07-13T06:00:00Z,11.37,7.95,14.62,5.0,11.64,6.92,0.76,2.97,8.55,4.09,0.0,45.3
2023-07-13T07:00:00Z,15.07,7.53,13.56,5.06,11.21,6.51,1.51,0.29,8.27,3.72,0.01,35.15
2023-07-13T08:00:00Z,9.96,5.93,8.4,5.68,9.37,4.95,1.13,4.07,9.03,4.08,0.0,37.97
2023-07-13T09:00:00Z,7.48,5.07,5.74,5.32,7.54,3.8,0.95,6.87,7.83,3.37,0.0,37.66
2023-07-13T10:00:00Z,7.16,4.55,6.17,4.47,6.55,2.94,0.33,9.29,6.13,2.46,0.0,43.9
2023-07-13T11:00:00Z,6.77,4.51,12.35,4.51,6.13,2.68,0.42,14.27,6.65,2.6,0.0,58.59
2023-07-13T12:00:00Z,4.46,4.08,1.82,4.62,5.34,2.2,0.04,20.26,5.73,2.18,0.0,50.88
2023-07-13T13:00:00Z,3.73,5.1,8.13,4.8,6.41,3.04,0.07,22.45,6.24,2.45,0.0,59.05
2023-07-13T14:00:00Z,7.08,5.91,3.5,6.15,7.52,3.77,0.23,22.39,8.27,3.37,0.0,70.19
2023-07-13T15:00:00Z,11.66,5.63,15.48,6.26,7.28,3.71,0.02,21.54,9.26,3.49,0.0,84.09
2023-07-13T16:00:00Z,22.04,5.23,38.07,5.19,7.82,3.75,0.14,12.04,9.14,3.75,0.0,77.73
2023-07-13T17:00:00Z,13.4,5.35,12.26,4.22,7.77,3.52,0.37,10.91,6.61,2.48,0.0,62.57
2023-07-13T18:00:00Z,12.86,5.08,17.19,4.92,7.5,3.32,0.3,11.02,7.96,3.22,0.0,62.86
2023-07-13T19:00:00Z,6.77,3.98,2.13,4.69,5.26,2.07,0.26,15.8,6.43,2.52,0.0,44.89
2023-07-13T20:00:00Z,5.74,5.03,3.48,3.51,6.93,2.86,0.22,16.9,4.64,1.39,0.0,58.01
2023-07-13T21:00:00Z,9.76,4.42,6.99,3.21,6.24,2.27,0.25,12.65,4.27,1.0,0.0,64.53
2023-07-13T22:00:00Z,12.68,3.83,15.08,3.47,5.58,2.11,0.29,7.57,5.33,1.34,0.0,53.8
2023-07-13T23:00:00Z,11.69,3.42,15.34,3.3,5.5,1.87,0.15,4.47,5.46,1.4,0.0,51.65
2023-07-14T00:00:00Z,10.33,4.07,17.56,4.06,6.87,2.42,0.31,0.76,7.24,2.34,0.0,36.5
2023-07-14T01:00:00Z,9.25,3.75,16.28,4.71,6.85,2.43,0.31,0.03,8.02,3.02,0.0,34.94
2023-07-14T02:00:00Z,9.1,4.83,20.3,5.03,8.14,3.68,0.41,1.95,8.74,3.74,0.0,31.98
2023-07-14T03:00:00Z,7.15,5.68,16.93,5.42,9.0,4.17,0.45,3.63,9.36,4.3,0.0,29.02
2023-07-14T04:00:00Z,7.33,5.73,14.64,6.02,9.08,4.38,0.24,2.42,10.23,4.43,0.0,24.76
2023-07-14T05:00:00Z,7.93,5.29,13.97,6.66,8.68,3.96,0.37,3.44,11.15,5.36,0.0,21.84
2023-07-14T06:00:00Z,8.75,5.5,18.64,5.02,8.95,4.23,0.81,1.46,9.0,3.72,0.02,14.08
2023-07-14T07:00:00Z,10.44,5.61,15.35,5.05,8.97,4.22,1.05,0.3,9.01,3.44,0.03,14.05
2023-07-14T08:00:00Z,11.78,5.55,19.24,4.2,9.05,4.34,0.95,0.53,7.83,2.74,0.0,20.66
2023-07-14T09:00:00Z,13.3,5.59,17.37,4.13,9.11,4.36,0.8,0.03,7.61,2.87,0.0,26.77
2023-07-14T10:00:00Z,10.47,5.12,12.16,4.15,8.38,3.94,0.84,0.77,7.46,2.75,0.0,28.69
2023-07-14T11:00:00Z,11.33,5.26,11.73,4.17,8.54,4.0,0.64,0.79,7.56,2.85,0.0,31.84
2023-07-14T12:00:00Z,9.94,4.34,13.82,3.61,7.69,3.3,0.31,4.85,6.84,2.26,0.0,39.82
2023-07-14T13:00:00Z,11.2,5.8,13.34,4.18,9.43,4.87,0.35,3.0,7.81,3.07,0.0,43.04
2023-07-14T14:00:00Z,12.21,6.04,15.38,3.87,9.77,5.16,0.57,2.11,7.6,2.91,0.0,45.56
2023-07-14T15:00:00Z,10.43,5.91,11.84,4.07,9.58,5.05,0.62,3.31,7.74,3.2,0.0,44.79
2023-07-14T16:00:00Z,9.92,6.26,14.38,4.14,9.78,5.56,0.53,4.33,7.98,3.33,0.0,48.37
2023-07-14T17:00:00Z,9.08,5.71,12.84,3.92,9.38,4.93,0.38,5.85,7.68,3.27,0.0,50.64
2023-07-14T18:00:00Z,8.91,5.64,13.32,4.56,9.33,4.88,0.39,6.78,8.33,3.9,0.0,50.37
2023-07-14T19:00:00Z,8.2,5.09,14.16,4.15,8.5,4.44,0.2,7.36,8.07,3.4,0.0,46.08
2023-07-14T20:00:00Z,8.75,3.59,15.36,3.65,6.93,3.2,0.21,5.75,7.45,3.03,0.0,44.64
2023-07-14T21:00:00Z,6.93,1.75,14.47,1.73,5.1,1.31,0.2,3.06,5.09,1.05,0.0,36.93
2023-07-14T22:00:00Z,1.89,1.9,4.42,1.72,5.18,1.12,0.38,4.88,4.82,0.96,0.0,38.65
2023-07-14T23:00:00Z,1.5,2.04,2.51,1.9,5.23,1.27,0.37,7.92,4.91,0.81,0.0,48.95
2023-07-15T00:00:00Z,2.7,1.52,8.03,1.49,4.84,0.72,0.31,8.72,4.69,0.55,0.0,48.5
2023-07-15T01:00:00Z,3.72,1.72,7.58,1.34,4.97,0.72,0.36,9.64,4.54,0.45,0.0,53.73
2023-07-15T02:00:00Z,3.34,2.33,7.1,1.72,5.63,1.29,0.44,8.11,5.08,0.77,0.0,46.29
2023-07-15T03:00:00Z,3.05,2.33,7.39,2.02,5.77,1.46,0.26,7.2,5.46,1.1,0.0,44.05
2023-07-15T04:00:00Z,3.21,3.53,8.59,2.62,7.23,2.84,0.32,6.14,6.29,1.8,0.0,41.06
2023-07-15T05:00:00Z,3.83,4.25,6.66,3.02,8.25,3.51,0.45,5.0,6.75,2.03,0.0,42.33
2023-07-15T06:00:00Z,3.41,3.97,7.03,2.78,7.52,3.04,0.59,4.39,6.18,1.87,0.01,35.48
2023-07-15T07:00:00Z,2.9,3.93,6.03,3.03,7.35,2.97,0.58,6.13,6.32,1.82,0.01,37.9
2023-07-15T08:00:00Z,4.28,3.67,3.81,3.33,7.12,2.61,0.27,6.08,6.5,1.71,0.01,34.93
2023-07-15T09:00:00Z,2.59,3.27,0.75,3.2,6.36,2.1,0.5,6.34,5.45,1.44,0.0,37.3
2023-07-15T10:00:00Z,1.07,2.75,0.84,2.78,4.76,1.0,0.6,12.71,4.27,0.77,0.0,44.58
2023-07-15T11:00:00Z,1.67,3.1,0.51,3.09,4.74,0.9,0.44,16.84,4.08,0.82,0.0,54.0
2023-07-15T12:00:00Z,9.79,2.36,13.86,2.14,4.74,0.71,0.21,17.58,3.89,0.47,0.0,74.85
2023-07-15T13:00:00Z,1.18,2.21,0.41,2.65,3.52,0.26,0.39,19.64,3.44,0.46,0.0,61.22
2023-07-15T14:00:00Z,3.62,2.0,1.43,2.41,3.03,0.21,0.31,21.56,2.89,0.16,0.0,70.09
2023-07-15T15:00:00Z,3.06,1.9,4.7,2.17,2.24,0.04,0.38,24.17,2.51,0.07,0.0,71.88
2023-07-15T16:00:00Z,2.84,2.17,2.59,2.54,2.58,0.07,0.16,22.67,3.13,0.36,0.0,66.77
2023-07-15T17:00:00Z,5.03,2.32,5.3,2.67,3.01,0.17,0.2,20.41,3.39,0.5,0.0,65.03
2023-07-15T18:00:00Z,7.58,2.76,6.27,3.03,3.88,0.56,0.17,19.81,3.68,0.68,0.0,65.49
2023-07-15T19:00:00Z,8.46,3.04,12.55,3.18,4.84,0.96,0.11,18.43,4.59,0.88,0.0,69.47
2023-07-15T20:00:00Z,8.94,3.15,18.06,3.2,5.48,1.36,0.19,16.75,5.68,1.28,0.0,70.49
2023-07-15T21:00:00Z,7.93,3.06,16.12,2.66,5.75,1.72,0.12,16.34,5.54,0.99,0.0,68.69
2023-07-15T22:00:00Z,7.55,2.47,13.37,2.08,5.06,1.24,0.15,15.76,4.69,0.68,0.01,68.45
2023-07-15T23:00:00Z,5.76,2.72,9.36,2.22,5.34,1.56,0.25,15.69,4.75,0.9,0.0,64.7
2023-07-16T00:00:00Z,3.96,2.67,6.52,2.48,5.4,1.45,0.44,14.39,5.14,1.13,0.0,59.67
2023-07-16T01:00:00Z,2.63,2.65,4.35,2.34,4.96,0.86,0.29,15.15,4.55,0.81,0.0,57.05
2023-07-16T02:00:00Z,3.39,2.45,3.41,2.12,4.9,0.76,0.24,16.21,4.07,0.38,0.0,61.53
2023-07-16T03:00:00Z,4.01,2.47,6.37,2.12,4.74,0.8,0.51,17.48,4.22,0.4,0.0,63.79
2023-07-16T04:00:00Z,4.32,2.48,6.42,2.3,4.88,0.83,0.27,16.87,4.43,0.56,0.0,65.05
2023-07-16T05:00:00Z,4.74,2.47,7.38,2.23,4.99,0.81,0.32,15.84,4.45,0.64,0.0,65.26
2023-07-16T06:00:00Z,5.31,2.58,8.53,2.2,4.91,0.97,0.34,15.24,4.55,0.7,0.0,61.18
2023-07-16T07:00:00Z,5.46,2.3,9.26,2.22,4.94,0.9,0.44,14.48,4.61,0.62,0.0,56.47
2023-07-16T08:00:00Z,3.13,2.37,3.42,2.7,4.36,0.52,0.34,15.59,4.55,0.85,0.0,55.97
2023-07-16T09:00:00Z,3.74,2.52,0.09,2.41,3.93,0.53,0.32,15.15,3.36,0.43,0.0,56.31
2023-07-16T10:00:00Z,5.59,2.42,1.06,2.38,3.62,0.48,0.39,14.99,2.93,0.36,0.0,60.89
2023-07-16T11:00:00Z,5.73,1.97,2.03,2.49,2.62,0.12,0.26,16.98,2.89,0.27,0.0,60.68
2023-07-16T12:00:00Z,10.06,1.89,3.47,2.22,2.8,0.26,0.3,14.87,2.58,0.1,0.0,63.49
2023-07-16T13:00:00Z,13.33,1.47,17.11,1.84,3.1,0.27,0.31,12.76,2.36,0.09,0.0,70.33
2023-07-16T14:00:00Z,10.6,1.37,8.31,2.03,3.15,0.22,0.16,9.13,2.62,0.12,0.0,62.62
2023-07-16T15:00:00Z,7.67,1.17,13.78,1.49,2.75,0.02,0.49,12.04,2.34,0.01,0.0,67.9
2023-07-16T16:00:00Z,4.06,1.6,3.92,1.98,2.58,0.06,0.4,13.1,2.32,0.07,0.0,52.81
2023-07-16T17:00:00Z,2.76,2.38,2.58,2.38,2.78,0.27,0.54,12.76,2.72,0.27,0.0,57.83
2023-07-16T18:00:00Z,12.38,2.39,14.94,2.26,3.62,0.61,0.15,11.9,3.21,0.33,0.0,69.8
2023-07-16T19:00:00Z,9.09,2.47,9.53,2.33,4.01,0.7,0.42,11.25,3.21,0.37,0.0,55.66
2023-07-16T20:00:00Z,12.66,2.82,15.08,2.3,5.18,1.44,0.38,7.13,4.09,0.71,0.0,65.66
2023-07-16T21:00:00Z,9.33,2.61,13.88,2.38,5.41,1.58,0.32,6.58,4.7,0.89,0.0,60.63
2023-07-16T22:00:00Z,6.7,2.92,10.17,2.52,5.77,1.92,0.27,6.04,5.09,1.03,0.0,54.27
2023-07-16T23:00:00Z,6.3,3.13,9.92,2.91,6.04,2.19,0.39,5.16,5.65,1.43,0.0,50.52
2023-07-17T00:00:00Z,6.09,3.72,11.18,3.18,6.91,2.61,0.46,5.72,6.04,1.9,0.0,46.18
2023-07-17T01:00:00Z,5.12,3.69,8.31,3.05,6.74,2.49,0.48,5.93,6.2,1.54,0.0,47.68
2023-07-17T02:00:00Z,4.96,4.15,8.19,3.13,7.48,2.79,0.69,6.52,6.18,1.54,0.0,48.58
2023-07-17T03:00:00Z,4.93,4.14,9.34,3.53,7.51,2.63,0.33,7.26,6.85,2.02,0.01,45.87
2023-07-17T04:00:00Z,5.61,4.57,9.74,3.8,8.11,2.95,0.41,5.96,7.54,2.35,0.0,46.31
2023-07-17T05:00:00Z,7.72,4.76,9.64,3.4,8.21,3.24,0.67,2.82,6.94,1.92,0.0,46.08
2023-07-17T06:00:00Z,7.96,4.79,10.31,3.55,8.16,3.24,0.91,2.13,6.97,1.82,0.02,34.21
2023-07-17T07:00:00Z,10.01,5.27,11.14,3.65,8.77,3.45,2.06,1.04,6.65,1.73,0.09,28.07
2023-07-17T08:00:00Z,7.8,5.01,8.72,4.23,8.25,3.31,1.12,3.95,7.0,2.15,0.14,25.02
2023-07-17T09:00:00Z,6.9,5.12,5.28,4.7,8.22,2.84,0.86,6.52,7.34,2.23,0.0,36.42
2023-07-17T10:00:00Z,6.92,5.03,2.05,4.88,7.58,2.72,1.05,6.8,6.7,2.18,0.0,41.78
2023-07-17T11:00:00Z,6.95,4.36,3.92,4.77,6.28,2.15,0.64,11.72,6.51,1.78,0.0,50.64
2023-07-17T12:00:00Z,6.58,3.37,13.77,3.71,4.59,1.13,0.7,13.39,5.26,1.48,0.0,61.05
2023-07-17T13:00:00Z,5.37,2.33,8.32,3.05,2.82,0.33,0.53,14.89,3.99,0.79,0.0,50.79
2023-07-17T14:00:00Z,7.38,2.3,3.84,3.17,2.62,0.35,0.48,14.42,3.98,0.64,0.0,47.33
